파일명,라벨,관절0_x,관절0_y,관절0_vis,관절1_x,관절1_y,관절1_vis,관절2_x,관절2_y,관절2_vis,관절3_x,관절3_y,관절3_vis,관절4_x,관절4_y,관절4_vis,관절5_x,관절5_y,관절5_vis,관절6_x,관절6_y,관절6_vis,관절7_x,관절7_y,관절7_vis,관절8_x,관절8_y,관절8_vis,관절9_x,관절9_y,관절9_vis,관절10_x,관절10_y,관절10_vis,관절11_x,관절11_y,관절11_vis,관절12_x,관절12_y,관절12_vis,관절13_x,관절13_y,관절13_vis,관절14_x,관절14_y,관절14_vis,관절15_x,관절15_y,관절15_vis,관절16_x,관절16_y,관절16_vis,관절17_x,관절17_y,관절17_vis,관절18_x,관절18_y,관절18_vis,관절19_x,관절19_y,관절19_vis,관절20_x,관절20_y,관절20_vis,관절21_x,관절21_y,관절21_vis,관절22_x,관절22_y,관절22_vis,관절23_x,관절23_y,관절23_vis,관절24_x,관절24_y,관절24_vis,관절25_x,관절25_y,관절25_vis,관절26_x,관절26_y,관절26_vis,관절27_x,관절27_y,관절27_vis,관절28_x,관절28_y,관절28_vis,관절29_x,관절29_y,관절29_vis,관절30_x,관절30_y,관절30_vis,관절31_x,관절31_y,관절31_vis,관절32_x,관절32_y,관절32_vis
sipotion_1749658202114_leaning_forward_0_83_jpg.rf.oGH5mxNDD33DDl5EZmeB.jpg,bad,0.56628,0.481112,0.999903,0.561894,0.451019,0.999912,0.558441,0.448468,0.999907,0.554467,0.445445,0.999924,0.560085,0.451531,0.999903,0.555597,0.449642,0.999884,0.550545,0.447502,0.999919,0.511881,0.438793,0.999965,0.511639,0.445529,0.999931,0.543864,0.503283,0.99993,0.540252,0.5031,0.999934,0.384105,0.533184,0.999476,0.454781,0.572653,0.9999,0.445322,0.668551,0.080875,0.569077,0.778259,0.974543,0.581241,0.652944,0.089052,0.695637,0.722474,0.90292,0.621723,0.657882,0.117993,0.728402,0.719247,0.873633,0.634391,0.645689,0.12726,0.706855,0.682982,0.885418,0.621697,0.65149,0.128837,0.701403,0.699297,0.862563,0.386946,0.906563,0.977444,0.438026,0.939004,0.989898,0.606529,0.823952,0.198493,0.722269,0.869207,0.931874,0.698281,1.049878,0.117414,0.780569,1.101525,0.627914,0.682415,1.091054,0.156673,0.753735,1.136249,0.611697,0.788229,1.08614,0.133514,0.883403,1.151649,0.552307
posture(511)_jpg.rf.nylor1XnmPMjbeaEmAHE.jpg,good,0.368452,0.133361,0.999877,0.363081,0.116359,0.999734,0.363358,0.116551,0.999593,0.363326,0.116805,0.999656,0.356196,0.115134,0.999833,0.351426,0.114603,0.999801,0.3467,0.11414,0.999867,0.346612,0.124004,0.999083,0.324377,0.121066,0.999811,0.365253,0.151681,0.999256,0.357989,0.149819,0.999799,0.331653,0.232484,0.997605,0.295604,0.223454,0.999916,0.348545,0.381611,0.046612,0.307579,0.384822,0.979665,0.407257,0.434426,0.077509,0.420154,0.413761,0.907646,0.434038,0.445439,0.102004,0.447115,0.420979,0.863322,0.441389,0.44147,0.103853,0.455313,0.408383,0.862613,0.435235,0.440151,0.104907,0.44605,0.404276,0.830049,0.369932,0.477734,0.985638,0.354494,0.489635,0.992437,0.507677,0.583612,0.283601,0.522099,0.586319,0.910789,0.492963,0.770242,0.300718,0.516268,0.806047,0.860654,0.465282,0.795268,0.363828,0.482458,0.836524,0.761866,0.557254,0.832298,0.377677,0.585465,0.87152,0.819738
posture(768)_jpg.rf.Eeb221PK8FWI4NzfqMdv.jpg,bad,0.565076,0.437374,0.989435,0.563636,0.411592,0.991786,0.562297,0.410439,0.993783,0.560897,0.409458,0.993605,0.55974,0.411144,0.99002,0.555815,0.40953,0.98981,0.551891,0.407982,0.989046,0.527503,0.403424,0.995073,0.52221,0.402934,0.987607,0.549906,0.45697,0.994111,0.546413,0.454193,0.991872,0.436805,0.430829,0.986022,0.434198,0.440292,0.985589,0.611804,0.498392,0.265062,0.638702,0.501729,0.905457,0.816027,0.58647,0.248968,0.860039,0.533776,0.77743,0.867188,0.584703,0.231561,0.920835,0.53017,0.722458,0.868319,0.598346,0.248809,0.9269,0.520263,0.718383,0.880534,0.548546,0.29561,0.910239,0.52019,0.684406,0.260863,0.643995,0.961491,0.218193,0.680004,0.972842,0.513182,0.684934,0.394711,0.517551,0.712776,0.962727,0.623553,0.927754,0.366598,0.656685,0.966175,0.944898,0.620929,0.966964,0.385353,0.634133,1.040249,0.929158,0.710767,0.951132,0.380039,0.770199,0.976623,0.893316
posture(544)_jpg.rf.mg9jFk1Rxi4rIKconN3R.jpg,bad,0.405287,0.232423,0.999962,0.400663,0.198468,0.999968,0.40649,0.19386,0.999966,0.412758,0.189247,0.999975,0.394037,0.202822,0.999972,0.394366,0.201798,0.999969,0.395121,0.20054,0.999971,0.461708,0.169419,0.999956,0.439666,0.182231,0.999963,0.44169,0.243345,0.999958,0.433071,0.249136,0.999939,0.63577,0.243579,0.999933,0.538955,0.286623,0.999245,0.703453,0.490188,0.967355,0.568377,0.501166,0.067325,0.461753,0.45145,0.919313,0.511233,0.491249,0.078974,0.396467,0.464654,0.852374,0.49907,0.507771,0.101268,0.385539,0.431958,0.851254,0.492317,0.479399,0.095008,0.404504,0.423375,0.828042,0.501715,0.469209,0.101215,0.76035,0.591103,0.999319,0.68083,0.582689,0.998975,0.384925,0.66019,0.900207,0.299773,0.621583,0.324458,0.347274,0.970171,0.760116,0.315989,0.954861,0.262363,0.404186,1.029679,0.736021,0.356368,0.979405,0.384081,0.229587,1.131703,0.717827,0.217745,1.102666,0.296437
posture(202)_jpg.rf.DRd4xfRe7XLzGtv1mqjw.jpg,bad,0.377856,0.399453,0.99166,0.394585,0.376534,0.994648,0.400263,0.376537,0.994909,0.406267,0.37673,0.995983,0.38875,0.376059,0.995419,0.390047,0.3757,0.99543,0.391855,0.375275,0.996,0.438033,0.38802,0.992229,0.428528,0.383579,0.995957,0.393923,0.424124,0.993538,0.389071,0.42271,0.993197,0.443359,0.509444,0.99673,0.501217,0.453179,0.997021,0.26108,0.58671,0.639592,0.431249,0.568015,0.024189,0.242104,0.566108,0.519367,0.353246,0.63223,0.033667,0.227927,0.564219,0.528548,0.312502,0.64277,0.06844,0.244212,0.555188,0.527746,0.320843,0.636885,0.07075,0.253734,0.555498,0.54146,0.325439,0.630646,0.082315,0.580204,0.751321,0.998627,0.611674,0.700844,0.99848,0.327806,0.700272,0.93955,0.385743,0.690834,0.17871,0.294517,0.903613,0.941075,0.350796,0.902621,0.431748,0.31618,0.950303,0.897967,0.368809,0.940088,0.472319,0.200966,0.928272,0.899543,0.269822,0.951892,0.478399
posture(185)_jpg.rf.DDwQ6aJqr8dBsaIaIrBM.jpg,good,0.500172,0.352894,0.98947,0.510518,0.329479,0.995959,0.511634,0.329506,0.995372,0.512641,0.329654,0.996265,0.514644,0.329411,0.995642,0.518223,0.329381,0.995925,0.521821,0.329445,0.997537,0.544413,0.343931,0.995778,0.557971,0.344864,0.998918,0.507276,0.375819,0.995515,0.508921,0.376005,0.995683,0.497976,0.456114,0.999695,0.626843,0.447785,0.999207,0.385872,0.549442,0.989611,0.529347,0.541161,0.018675,0.240989,0.551738,0.978999,0.398444,0.556387,0.039185,0.202979,0.54657,0.971087,0.363976,0.540199,0.06016,0.209416,0.5281,0.972516,0.360341,0.534602,0.06132,0.223591,0.529832,0.959038,0.361393,0.536178,0.069256,0.468412,0.69931,0.999935,0.562429,0.695902,0.99977,0.251128,0.683455,0.941461,0.461412,0.65849,0.188801,0.298451,0.843882,0.894311,0.447361,0.838954,0.450456,0.319036,0.873361,0.921322,0.466373,0.869483,0.557102,0.233046,0.866714,0.826811,0.394362,0.885505,0.476206
posture(190)_jpg.rf.nnyhrgC9w2hl40Gzfa9L.jpg,good,0.571225,0.403868,0.999949,0.589514,0.388176,0.999927,0.596948,0.38877,0.999935,0.603763,0.389403,0.999932,0.581722,0.386967,0.999933,0.581148,0.386367,0.999943,0.580779,0.385767,0.999956,0.633707,0.402201,0.999908,0.603968,0.399398,0.999975,0.578347,0.423033,0.999927,0.568468,0.421827,0.99985,0.661805,0.488903,0.999945,0.553831,0.485355,0.9997,0.568573,0.605092,0.970024,0.442717,0.547638,0.714332,0.415851,0.641762,0.852268,0.314813,0.574268,0.69092,0.379808,0.660825,0.791442,0.276669,0.572312,0.657825,0.366083,0.648253,0.801213,0.27565,0.572084,0.672616,0.382453,0.638383,0.80621,0.28862,0.574625,0.700032,0.536519,0.715193,0.999777,0.48606,0.699737,0.999313,0.249509,0.726163,0.987344,0.254816,0.694553,0.404234,0.235282,0.941324,0.972353,0.225885,0.882455,0.273074,0.256868,0.970531,0.962891,0.247581,0.917411,0.366742,0.131437,0.985282,0.932854,0.14246,0.925427,0.297494
posture(300)_jpg.rf.US7BIOSnmjfxKMtPrqWz.jpg,good,0.55156,0.219613,0.988558,0.576266,0.193351,0.9903,0.583724,0.193415,0.989959,0.591532,0.194157,0.993232,0.569747,0.192742,0.987438,0.572052,0.19212,0.986162,0.574859,0.191244,0.99281,0.632427,0.214875,0.984321,0.617361,0.205354,0.992968,0.569229,0.248609,0.991779,0.5612,0.248166,0.984837,0.663538,0.367756,0.984226,0.663307,0.343751,0.988559,0.462738,0.49963,0.926741,0.498636,0.430972,0.143886,0.230091,0.491479,0.794205,0.321563,0.464992,0.12154,0.173613,0.489038,0.789033,0.287229,0.45843,0.161646,0.185991,0.467065,0.791402,0.279265,0.451627,0.16915,0.20975,0.47484,0.779326,0.291681,0.459861,0.190733,0.654185,0.744925,0.988306,0.670396,0.706515,0.976771,0.29085,0.742307,0.860555,0.348234,0.744535,0.236378,0.390286,0.986887,0.796714,0.462678,0.933196,0.156199,0.441919,0.996997,0.853692,0.552111,0.963548,0.234689,0.298182,1.088647,0.6858,0.474756,1.021884,0.171377
posture(941)_jpg.rf.UvCdgy6MUbNEkAs3hejK.jpg,bad,0.61137,0.208908,0.999987,0.61786,0.186609,0.999995,0.615494,0.184875,0.999995,0.612541,0.182755,0.999995,0.616413,0.185862,0.999991,0.613383,0.183718,0.999988,0.609049,0.18076,0.999987,0.569384,0.166963,0.999997,0.567224,0.163521,0.999995,0.582452,0.224936,0.999995,0.581856,0.222933,0.999996,0.475151,0.266834,0.999969,0.406339,0.226203,0.999989,0.437548,0.453435,0.061667,0.360394,0.449875,0.980429,0.586344,0.408648,0.221937,0.572237,0.398689,0.929113,0.623231,0.439608,0.270895,0.629084,0.421149,0.861781,0.647656,0.414004,0.26773,0.635831,0.393125,0.856254,0.628326,0.40199,0.24359,0.61364,0.381421,0.851558,0.358524,0.532926,0.999726,0.315036,0.539165,0.999598,0.637673,0.599696,0.254314,0.647665,0.588564,0.907226,0.657814,0.857576,0.264396,0.638495,0.870238,0.833882,0.601031,0.885346,0.351839,0.595753,0.90031,0.855417,0.723727,0.949981,0.234026,0.721972,0.976029,0.724374
posture(728)_jpg.rf.n6YDnTnG52wULTbEOqmp.jpg,bad,0.590407,0.392384,0.997995,0.58518,0.364309,0.999009,0.584638,0.363915,0.999006,0.583701,0.363482,0.999268,0.578649,0.361878,0.998318,0.573764,0.359979,0.998069,0.567954,0.358193,0.99836,0.548059,0.365447,0.999594,0.530663,0.362237,0.998474,0.578288,0.412592,0.998617,0.570607,0.409941,0.997982,0.476186,0.464156,0.997505,0.439719,0.466631,0.993444,0.497033,0.619412,0.054007,0.525907,0.614372,0.967359,0.565577,0.699346,0.043908,0.730393,0.578027,0.916265,0.579219,0.711122,0.058246,0.778624,0.573967,0.839074,0.589409,0.703892,0.061885,0.791522,0.557065,0.824407,0.580861,0.700256,0.063397,0.767362,0.556779,0.787719,0.359387,0.690875,0.98169,0.328794,0.701867,0.965875,0.653528,0.725915,0.311742,0.617386,0.707037,0.855777,0.593971,0.924684,0.154174,0.636233,0.912891,0.591171,0.558349,0.942022,0.167052,0.603913,0.930448,0.552546,0.643614,0.995835,0.13625,0.733079,0.982945,0.490465
posture(60)_jpg.rf.W7yISaA414tEtMMYysj4.jpg,bad,0.461748,0.442888,0.999971,0.45746,0.426107,0.999976,0.459646,0.424306,0.999977,0.462156,0.422387,0.999979,0.455443,0.427145,0.99998,0.456145,0.426136,0.999981,0.457053,0.424975,0.999979,0.484657,0.413383,0.999977,0.479282,0.414534,0.999976,0.480339,0.45002,0.999975,0.478463,0.452218,0.999977,0.584955,0.458331,0.999964,0.561889,0.474079,0.999897,0.618456,0.58526,0.9316,0.632446,0.588999,0.036358,0.509156,0.584936,0.910947,0.649945,0.639426,0.054196,0.479707,0.590159,0.872574,0.657475,0.657758,0.067756,0.471482,0.566975,0.867207,0.650618,0.649244,0.063978,0.483171,0.564248,0.84375,0.647509,0.640789,0.063816,0.734486,0.614001,0.999916,0.705901,0.617773,0.999876,0.502904,0.657104,0.975856,0.487636,0.631461,0.140065,0.451566,0.81584,0.954882,0.461868,0.806851,0.161478,0.470656,0.841955,0.900723,0.480068,0.836704,0.148749,0.377042,0.844047,0.941835,0.40006,0.840131,0.268002
posture(201)_jpg.rf.rFT6AZDqOh34JYBSuzGD.jpg,bad,0.601215,0.376788,0.999482,0.592526,0.354038,0.999612,0.591132,0.353069,0.999578,0.589451,0.352045,0.999634,0.586525,0.354012,0.999536,0.581229,0.353377,0.999455,0.57536,0.352735,0.999552,0.54968,0.352766,0.999687,0.539013,0.356741,0.999548,0.589004,0.392238,0.99942,0.582303,0.393372,0.999367,0.487151,0.423008,0.998612,0.5219,0.453586,0.998829,0.594199,0.515171,0.095418,0.663125,0.537946,0.875347,0.661167,0.578489,0.124986,0.722762,0.538858,0.761149,0.672501,0.597317,0.153568,0.739899,0.529101,0.732216,0.669629,0.594033,0.164042,0.727161,0.522484,0.727623,0.659314,0.585416,0.178098,0.717775,0.530169,0.72857,0.382262,0.647112,0.998839,0.378663,0.672935,0.999114,0.593456,0.652194,0.351634,0.625858,0.660954,0.960655,0.608867,0.834596,0.446934,0.646116,0.865209,0.931984,0.591199,0.866967,0.466845,0.620966,0.903744,0.897028,0.702241,0.856742,0.558803,0.752556,0.887222,0.89232
posture(21)_jpg.rf.nG2pJkZx8mrzA5bMKwjh.jpg,good,0.456152,0.331507,0.998979,0.462117,0.3117,0.999453,0.463774,0.312121,0.999439,0.466237,0.312432,0.999579,0.462639,0.309301,0.999257,0.46606,0.307491,0.999277,0.468725,0.306165,0.999588,0.492275,0.317375,0.999147,0.497941,0.309425,0.999668,0.468477,0.347577,0.999577,0.468873,0.345793,0.999483,0.540893,0.451353,0.999621,0.562522,0.376094,0.999686,0.407216,0.536969,0.97083,0.437696,0.434484,0.482908,0.294629,0.507816,0.978433,0.330357,0.447638,0.755897,0.261144,0.494035,0.975272,0.299548,0.447348,0.789357,0.267764,0.476174,0.974693,0.295106,0.44266,0.810229,0.278991,0.480012,0.966699,0.304446,0.449052,0.814457,0.611064,0.678626,0.999971,0.613002,0.616769,0.999848,0.399367,0.69687,0.974405,0.44912,0.596695,0.234433,0.497761,0.841054,0.923068,0.502061,0.731905,0.218552,0.540763,0.860244,0.901914,0.533822,0.743989,0.378812,0.430549,0.86644,0.900505,0.452235,0.765609,0.395115
posture(834)_jpg.rf.Csms39v6FWfAFuRhj5zs.jpg,bad,0.43812,0.406778,0.999993,0.427363,0.392612,0.999993,0.427077,0.391888,0.999993,0.42641,0.391208,0.999996,0.418428,0.394084,0.999991,0.411162,0.394593,0.99999,0.404163,0.395094,0.999989,0.39939,0.400627,0.999995,0.374755,0.407422,0.999984,0.438069,0.424617,0.999979,0.427963,0.427959,0.99998,0.449421,0.489946,0.999959,0.328359,0.492363,0.999744,0.557199,0.556441,0.672716,0.398259,0.595739,0.924403,0.676827,0.578372,0.914939,0.566363,0.633784,0.714697,0.717101,0.575745,0.881772,0.618083,0.65208,0.660525,0.719691,0.570729,0.886432,0.628952,0.637321,0.664863,0.70196,0.575474,0.866178,0.6125,0.633796,0.674188,0.519725,0.678382,0.999351,0.465637,0.704722,0.998991,0.759116,0.685638,0.642664,0.708057,0.708329,0.967021,0.773348,0.871871,0.523935,0.750673,0.928634,0.947378,0.732017,0.903965,0.612811,0.723029,0.955851,0.901573,0.866372,0.929893,0.506816,0.855033,0.988131,0.867608
posture(296)_jpg.rf.WxTirC2hR2LjzeauREpm.jpg,good,0.536329,0.198823,0.99875,0.52449,0.171373,0.998776,0.523466,0.170496,0.998655,0.521553,0.169665,0.999087,0.515234,0.172727,0.998661,0.507457,0.172785,0.998327,0.49818,0.172832,0.998635,0.478898,0.181569,0.999419,0.456394,0.18515,0.998441,0.529759,0.223426,0.99901,0.518317,0.223027,0.999211,0.447149,0.291019,0.997687,0.392458,0.319781,0.99772,0.553762,0.389784,0.135823,0.541278,0.467948,0.978514,0.696568,0.413678,0.190419,0.710288,0.466138,0.955698,0.742848,0.409396,0.250268,0.749515,0.470369,0.92721,0.742264,0.40663,0.264235,0.746659,0.436768,0.929958,0.725014,0.408491,0.263261,0.728701,0.438083,0.91251,0.398326,0.574369,0.997314,0.35435,0.636929,0.997717,0.651652,0.56075,0.43207,0.635481,0.619833,0.942133,0.601003,0.763681,0.317823,0.583935,0.815774,0.889409,0.557554,0.788751,0.426747,0.563845,0.846035,0.88338,0.678345,0.845298,0.345207,0.693198,0.883439,0.851618
posture(227)_jpg.rf.ZpoO5dWtXi6jx4XUSvhh.jpg,bad,0.62429,0.234547,0.998111,0.629447,0.198093,0.99804,0.627687,0.195037,0.997797,0.625205,0.19133,0.998526,0.622974,0.196523,0.998198,0.617299,0.192743,0.99774,0.610243,0.1879,0.998204,0.580774,0.174875,0.998861,0.563943,0.172837,0.997266,0.595397,0.248227,0.997968,0.587667,0.245047,0.998197,0.482729,0.267111,0.996126,0.438786,0.294824,0.997551,0.614506,0.37028,0.175804,0.579038,0.489325,0.987289,0.785097,0.412892,0.241138,0.809207,0.463656,0.970388,0.821286,0.418154,0.276661,0.876197,0.476783,0.936673,0.829728,0.414073,0.288145,0.879001,0.449988,0.936961,0.820623,0.41756,0.284134,0.851025,0.44584,0.908425,0.343631,0.593491,0.994121,0.300539,0.659657,0.995489,0.662519,0.609195,0.371715,0.644756,0.666825,0.902116,0.570468,0.830508,0.239542,0.577463,0.89051,0.846432,0.521384,0.845656,0.295779,0.527283,0.905406,0.830515,0.626505,0.933858,0.296111,0.659157,0.988305,0.826724
posture(741)_jpg.rf.ZCvSSdre1zuVgMmzNNf5.jpg,good,0.447985,0.296394,0.998604,0.436901,0.27811,0.998748,0.435339,0.277992,0.998482,0.43342,0.277861,0.999187,0.431585,0.277032,0.998675,0.426614,0.276453,0.998168,0.420904,0.276107,0.998744,0.399744,0.28516,0.999131,0.389504,0.285093,0.997122,0.440148,0.316569,0.998235,0.434054,0.315547,0.998428,0.371726,0.391261,0.998372,0.361233,0.381792,0.999067,0.468896,0.533745,0.122831,0.500928,0.479488,0.952379,0.552701,0.624489,0.073907,0.708566,0.50167,0.774497,0.574336,0.650926,0.081508,0.753999,0.502608,0.708802,0.569385,0.642882,0.080014,0.760126,0.49057,0.709331,0.559434,0.636566,0.080736,0.744045,0.494373,0.651501,0.416158,0.637137,0.996496,0.429164,0.653672,0.997136,0.65799,0.641563,0.134853,0.713006,0.650505,0.735619,0.643661,0.82379,0.109123,0.720795,0.865963,0.729612,0.603122,0.82673,0.166076,0.684121,0.892682,0.70439,0.681455,0.859215,0.153411,0.825449,0.882272,0.665275
Uk862ZxbaFujYS424qTfsP - Copy (2)_jpg.rf.uvscXJ7freCkcUcw7Nla.jpg,good,0.411099,0.108246,0.999969,0.401662,0.088482,0.999977,0.400568,0.088526,0.999977,0.399337,0.088708,0.999986,0.399618,0.088944,0.999976,0.397225,0.089379,0.999975,0.394549,0.089856,0.999984,0.382848,0.104608,0.999983,0.378267,0.105303,0.99998,0.40852,0.13412,0.999944,0.405564,0.133628,0.999972,0.36624,0.244195,0.999709,0.357724,0.23891,0.999968,0.399682,0.406807,0.087884,0.41017,0.41452,0.989238,0.475554,0.447971,0.108512,0.506784,0.426916,0.953756,0.487848,0.440188,0.12617,0.528871,0.427938,0.928825,0.491669,0.419261,0.125233,0.531601,0.409005,0.923685,0.486913,0.419537,0.122771,0.5231,0.409436,0.90327,0.378854,0.543981,0.999326,0.373466,0.556928,0.999509,0.538429,0.591724,0.241117,0.549885,0.587935,0.972057,0.550725,0.870056,0.430986,0.566835,0.891229,0.972466,0.527799,0.921825,0.569018,0.543538,0.936981,0.964568,0.606971,0.927587,0.535127,0.620989,0.941626,0.957937
posture(679)_jpg.rf.rMhC5rVG7COGT4Ds36Uk.jpg,good,0.420814,0.152318,0.999764,0.410615,0.127226,0.999722,0.408137,0.125987,0.99971,0.405009,0.12441,0.999806,0.407407,0.125977,0.999701,0.402933,0.124122,0.999668,0.397788,0.122316,0.999749,0.369364,0.126513,0.999798,0.365649,0.127254,0.999649,0.408438,0.176122,0.999355,0.403071,0.176055,0.999649,0.323296,0.277862,0.999395,0.344691,0.266591,0.999873,0.413177,0.444316,0.048347,0.44702,0.440342,0.953811,0.549126,0.490962,0.048463,0.583855,0.459006,0.75069,0.582662,0.500709,0.063089,0.630842,0.474233,0.704639,0.58989,0.488485,0.062684,0.630528,0.457626,0.701711,0.576123,0.487452,0.065829,0.612885,0.454373,0.6884,0.352613,0.618804,0.998763,0.367911,0.629458,0.998747,0.622343,0.635139,0.176012,0.664999,0.621205,0.949808,0.605005,0.875586,0.27388,0.625539,0.888516,0.894835,0.567052,0.919955,0.37558,0.585391,0.942631,0.878288,0.684082,0.933991,0.403354,0.744855,0.947731,0.884458
posture(973)_jpg.rf.sfd77TYHm5Rz9nPsGTDm.jpg,bad,0.392749,0.188468,0.995008,0.398729,0.154878,0.996202,0.404529,0.151851,0.995642,0.411982,0.148496,0.997046,0.395259,0.156799,0.996412,0.398012,0.155146,0.996,0.40145,0.153242,0.997782,0.458586,0.149798,0.996034,0.44147,0.152006,0.997657,0.421826,0.207305,0.995218,0.416242,0.208869,0.993319,0.531358,0.272978,0.998835,0.507862,0.272605,0.993352,0.472646,0.509596,0.834132,0.468461,0.468916,0.008056,0.277826,0.525207,0.569794,0.354719,0.51455,0.007946,0.228547,0.536539,0.49006,0.329679,0.527214,0.014361,0.222794,0.522757,0.492231,0.318496,0.515589,0.013755,0.243996,0.516609,0.493748,0.3308,0.511619,0.017361,0.554612,0.633533,0.997169,0.564101,0.627009,0.996688,0.147442,0.619781,0.882842,0.219978,0.598437,0.039579,0.171602,0.884602,0.613613,0.194207,0.898545,0.028079,0.211843,0.923601,0.616527,0.236402,0.934656,0.050516,0.057007,0.958544,0.552962,0.076844,0.965457,0.033731
posture(6)_jpg.rf.qybGcA3PE8At9DVcJfIq.jpg,good,0.523726,0.341276,0.997148,0.535153,0.328636,0.997144,0.538086,0.328357,0.996845,0.541081,0.328052,0.997565,0.53285,0.328427,0.996857,0.533858,0.328138,0.996589,0.53502,0.327851,0.997942,0.563884,0.336759,0.996508,0.553843,0.333401,0.998077,0.532503,0.354504,0.997084,0.528013,0.354567,0.994483,0.57601,0.398328,0.9999,0.584574,0.399266,0.999532,0.501645,0.519437,0.90194,0.498817,0.495688,0.093672,0.401882,0.570359,0.777934,0.406162,0.527539,0.131405,0.379121,0.585873,0.734205,0.370433,0.540573,0.147566,0.363817,0.567986,0.739343,0.366355,0.516164,0.146055,0.38555,0.566931,0.687775,0.376665,0.516579,0.153378,0.50105,0.606004,0.999893,0.518923,0.592943,0.99986,0.295017,0.599972,0.973466,0.351573,0.573609,0.533399,0.28934,0.741082,0.97385,0.345672,0.703131,0.563774,0.310978,0.778137,0.954097,0.36136,0.736908,0.609328,0.211398,0.762557,0.96613,0.284516,0.754172,0.584311
posture(364)_jpg.rf.qyE54fGfx2oEd7uCfazT.jpg,good,0.610786,0.203223,0.999077,0.617827,0.19065,0.999342,0.62023,0.1905,0.99931,0.622464,0.190333,0.999499,0.616796,0.190584,0.998991,0.618313,0.190364,0.998874,0.619853,0.190025,0.999275,0.641346,0.196331,0.999499,0.640567,0.194765,0.999094,0.619327,0.218904,0.999512,0.617516,0.219627,0.998722,0.664182,0.283978,0.999976,0.668961,0.285529,0.999666,0.635201,0.403356,0.984774,0.654713,0.403573,0.026745,0.531768,0.396909,0.972538,0.610044,0.443142,0.049212,0.507897,0.408166,0.960057,0.601128,0.451247,0.076341,0.503351,0.397794,0.959017,0.597069,0.444272,0.076741,0.512888,0.393814,0.926021,0.59882,0.441582,0.084779,0.665649,0.512221,0.999915,0.661028,0.506964,0.999787,0.531391,0.574281,0.987648,0.548699,0.573171,0.526605,0.627585,0.703932,0.992435,0.634731,0.697959,0.77035,0.656719,0.705871,0.980363,0.661954,0.706152,0.811967,0.610673,0.785864,0.991038,0.622769,0.754908,0.833712
posture(176)_jpg.rf.W8ZXuULXPEWCPEAj63XI.jpg,good,0.566129,0.344503,0.996906,0.553874,0.318691,0.997737,0.552518,0.317878,0.997965,0.550747,0.31702,0.998737,0.547726,0.318196,0.9968,0.542156,0.317312,0.996242,0.535791,0.316452,0.997175,0.517694,0.321782,0.999279,0.504966,0.322186,0.996387,0.560335,0.364725,0.995828,0.552973,0.363837,0.99607,0.455164,0.414107,0.997641,0.488873,0.432448,0.998579,0.518663,0.575381,0.036521,0.598567,0.577725,0.959019,0.598052,0.646695,0.020258,0.790117,0.56875,0.858211,0.611229,0.656346,0.028528,0.840009,0.568899,0.803332,0.618228,0.646756,0.026651,0.840835,0.556299,0.795358,0.612171,0.64503,0.027685,0.821164,0.556795,0.747137,0.445554,0.682123,0.99477,0.453371,0.698224,0.996104,0.695511,0.710524,0.118169,0.734765,0.720036,0.711622,0.658868,0.890143,0.1089,0.686314,0.931225,0.641267,0.616225,0.910895,0.190343,0.646251,0.969147,0.656523,0.720403,0.96318,0.137425,0.769118,1.007331,0.572538
posture(557)_jpg.rf.ZyIEUnmMJzXaLqTXExTQ.jpg,bad,0.35638,0.247779,0.999069,0.359307,0.211026,0.999451,0.365637,0.207109,0.99935,0.373084,0.203248,0.99957,0.354364,0.21536,0.999437,0.356536,0.214514,0.999315,0.359641,0.213497,0.999578,0.418805,0.200151,0.998767,0.401811,0.207914,0.999418,0.390652,0.262032,0.998488,0.386151,0.264912,0.998188,0.50623,0.307472,0.998416,0.519715,0.28377,0.993678,0.526229,0.527253,0.827178,0.527549,0.498299,0.016483,0.338793,0.577549,0.37655,0.399651,0.548591,0.017255,0.293654,0.611755,0.326749,0.384159,0.578483,0.031655,0.286797,0.586128,0.322853,0.373563,0.565232,0.031419,0.306594,0.571288,0.321121,0.385265,0.555239,0.03588,0.664732,0.638421,0.996176,0.683902,0.605861,0.993249,0.230432,0.670295,0.885114,0.279424,0.639472,0.197343,0.376271,0.94891,0.86899,0.417244,0.91226,0.180017,0.443169,0.971979,0.854038,0.475468,0.930947,0.269349,0.317026,1.087342,0.803442,0.372567,1.04332,0.232156
